10
6 8
386 168 722463995
94 79 660299742
404 312 1018684
347 244 646387432
176 378 852042994
355 121 335817913
450 464 930584765
421 288 581291588
154 181 662621319
423 373 963007922
217 414 658932904
493 263 855446419
372 353 348287987
355 187 737479864
480 86 626928309
230 274 661917155
100 106 841555294
126 90 557460809
81 170 210691299
335 471 21958318
444 413 785568055
492 15 661444615
413 194 825838853
401 223 95345817
474 452 859729977
383 239 818976633
14 100 869055680
81 406 87753108
441 237 267249007
182 477 439027866
458 490 518450561
442 358 766741719
399 405 848018932
9 180 287830068
90 350 501102672
347 406 862293317
7 420 283353533
106 120 726494094
482 5 120741073
322 314 660215871
277 98 212209706
194 390 349497000
237 487 459607030
125 314 935472054
52 254 699390126
62 399 158036204
241 289 638130242
258 98 660232541
157 256 338038670
128 46 336603784
33 234 721395980
375 115 462275733
256 305 602176521
180 20 332617220
230 287 765298995
300 343 372811720
67 99 232426830
89 458 383778307
139 217 544909753
435 19 890251048
174 29 172468747
330 27 233545150
311 9 11250165
498 258 798622432
348 151 134220461
400 231 908342826
408 405 522938179
399 207 13962846
175 324 201274146
160 381 597437821
137 113 660215682
499 337 659672031
74 114 455093758
183 300 164509372
431 57 272198011
125 148 777455941
390 218 823526187
155 164 419962840
121 28 669061402
13 395 349028977
248 438 978343484
416 494 253929861
21 33 788508348
312 59 343072279
327 6 96965593
263 190 507102854
354 34 28082046
347 341 460297187
57 497 507520016
185 130 835329447
239 293 181746879
466 28 710543680
203 322 926543545
288 101 393661896
465 462 620223372
272 150 688319871
22 184 881320913
371 405 996597819
203 97 219293128
438 346 129765043
30 85 879991548
487 304 712127287
217 261 249036752
368 387 263128378
197 13 692135931
201 301 812919722
459 337 834437815
463 98 767758700
465 328 61380542
189 283 398749087
28 22 186177084
74 219 880235516
460 157 297129927
434 187 9673167
39 96 795219812
195 443 846551556
228 415 917098430
25 317 289937415
284 12 47500555
110 388 504096156
304 447 982739348
14 453 906878686
443 350 479430651
14 463 555182697
444 443 332014598
139 441 475076894
461 196 757870084
77 300 424416101
149 385 475760576
228 329 842708801
136 89 809341888
15 292 159964794
291 264 230569477
372 42 17242569
4 418 272141972
387 254 550100687
414 140 597160762
5 103 744825769
319 12 752648082
485 41 575726136
33 498 116196094
474 362 686624581
21 283 637933630
219 443 938454411
403 183 660225545
375 316 379719918
32 245 411343837
370 134 758770743
428 311 467624179
5 370 438624742
26 43 565502007
263 146 121252134
78 435 37914964
219 146 3981671
424 40 687361920
459 136 955248729
416 307 914676870
427 311 902042530
237 492 622640159
18 31 873505916
430 233 104764688
127 315 832892715
420 114 211796420
222 1 714267344
430 245 734192448
200 469 237485231
487 250 62877583
288 454 988837506
382 152 153419878
60 172 368720771
494 125 51881648
225 230 46105254
41 175 478512563
73 131 580993363
108 137 998148443
9 500 695880977
304 194 437615373
188 418 305905246
320 61 660214599
204 362 276558737
204 499 660235454
162 190 36352582
374 3 508559856
102 18 561129780
267 346 115809229
182 440 133700752
40 66 795717023
135 258 84454609
54 417 514134672
349 413 448039995
435 106 380031862
371 199 947466509
253 395 114237248
168 4 79189067
357 433 739354970
222 349 49151180
69 414 867540418
422 393 609222942
273 215 345770251
84 420 695833651
171 230 30557010
377 187 495539999
7 437 462837530
399 280 911777035
412 364 660232194
425 91 335006427
69 479 416134361
498 97 420355352
170 292 270565676
445 74 505186302
455 281 990034000
297 387 190424099
477 409 246183717
271 364 27239757
82 193 88657238
318 450 927883224
37 477 886917097
191 295 576471782
259 4 362701173
443 459 837485821
46 86 569238160
144 460 627020664
482 288 290948860
283 239 222683705
483 300 455597180
497 17 715477189
385 243 832519727
295 336 220902068
349 491 600086674
287 14 31655216
66 284 886613594
111 456 630320818
212 318 917179543
196 265 749534147
252 110 65475344
144 309 862748229
367 88 951559069
72 323 670521183
68 279 623141272
149 480 137337049
298 499 422304302
423 273 122668323
266 123 648944828
313 483 753836910
265 468 144263824
491 442 119332889
354 16 9262162
230 204 290586917
272 221 502630927
469 460 963937832
441 15 629024019
230 179 947640154
192 304 703986157
351 252 529474451
281 490 480431930
490 457 30807568
260 370 744105637
12 322 876809955
328 358 107826173
332 420 214032403
345 68 676160989
107 302 465301326
185 372 332852551
387 374 784094722
206 444 74712342
100 361 921344522
362 129 294585115
400 368 603355760
37 392 143948387
388 42 54470305
36 412 727617808
260 14 682784015
141 218 361718009
303 399 947926018
262 364 660217716
111 48 45880823
495 328 956492347
155 450 586506842
132 294 584181812
126 118 937233359
74 145 607914111
309 101 840547575
151 119 903357583
439 202 621771234
313 24 782788550
282 322 976874294
28 97 870131656
84 452 454520515
161 75 697193598
416 256 32004889
290 289 54974920
351 210 660225181
137 264 695702898
376 332 660218795
61 434 959774669
106 79 349820738
241 52 483564542
175 158 197101635
479 209 660235031
93 218 877690597
487 345 112997317
65 398 740422537
100 449 15203572
130 266 100412954
101 65 90823409
37 82 500115296
98 470 361897264
178 429 955720823
176 14 231047863
147 342 945689050
45 216 169239351
208 378 81464159
293 110 139917214
107 131 693130209
200 71 534586849
8 151 623454989
389 2 528969295
475 305 39123637
404 318 483826520
14 73 886024058
116 481 91850584
308 179 428947849
76 3 724441966
62 197 776633654
494 471 312943913
20 277 423301182
469 376 662324203
33 481 119887284
115 398 926611490
428 170 58293639
354 27 623247341
163 337 757312247
258 261 660213249
143 406 376955972
495 394 307815379
330 124 22602844
306 354 141425634
65 380 216153407
344 473 548782477
227 485 930394366
213 311 974574675
16 399 888156444
58 86 29790054
367 456 849639450
53 416 609941556
324 483 266727354
33 369 176557828
401 454 898723045
22 49 799382381
447 325 131814360
381 324 660232321
269 406 471471088
119 418 991970927
7 330 722344582
28 448 140841463
234 437 562058326
261 77 15164917
400 448 1998589
400 435 241357841
322 160 656446336
438 184 443881876
92 444 391136366
470 68 986316891
203 247 660229009
434 251 575486174
205 303 146251938
307 32 850289123
114 72 45803429
104 72 93432421
338 262 549953588
223 137 256664818
33 230 347179809
209 440 660220539
411 322 374138813
204 123 294315711
282 342 44462634
286 20 629628342
441 417 300839238
299 269 659970441
25 175 712381667
218 1 719196401
427 126 54083866
173 475 278365672
387 37 63817318
408 437 905727889
449 155 964623625
292 42 831571828
377 216 466168549
44 427 757942883
51 250 262342540
106 372 652937427
442 439 859325266
426 360 845924701
65 243 241659357
146 124 578276779
486 174 315939714
234 175 127786141
348 495 944112736
57 59 596392353
276 336 244074505
95 102 491928614
273 141 332928616
72 309 784952366
185 127 23233143
125 401 174684180
420 167 404920902
65 183 393314676
6 36 954433042
252 415 526763023
288 325 98612081
5 491 346107689
388 173 717043802
101 484 850539887
240 384 663928015
209 404 785087796
407 464 297947495
264 135 638553340
156 375 31964818
30 359 646147319
266 152 203641619
159 367 477312321
102 106 19594346
315 219 709180131
209 453 996999033
66 427 909147578
357 100 795031520
19 322 923195465
287 389 419320016
221 88 873609358
184 373 279072903
173 500 396890297
3 308 694595087
201 251 831460514
289 466 915669099
479 370 323615726
45 422 740757764
233 439 45760447
428 151 893273600
177 86 644496113
456 48 272874544
112 122 491740105
198 433 241548566
305 100 833875728
382 326 784023398
342 145 630025180
41 403 426583651
456 272 15410050
213 263 385224290
436 445 898117674
286 155 522633764
225 165 716972693
108 483 469290815
468 178 243093214
231 492 905618665
44 422 235024228
394 185 990409669
204 357 144029820
239 395 131606938
76 9 493496406
93 135 179079499
54 377 153269830
388 326 413095170
352 219 26320714
193 437 915555586
390 244 387023528
448 53 808834974
355 6 644100918
359 458 238336835
482 189 805487573
50 162 334216395
218 487 586506842
290 190 565701944
425 48 67431795
274 301 182079905
418 2 259202845
438 383 286299879
200 159 855406154
279 494 597572788
242 73 452738189
355 317 465346347
141 436 293987697
352 76 691507466
173 290 380738111
198 207 990748186
476 74 712777615
57 221 765758010
228 206 587946660
297 118 916307427
382 81 85713867
231 468 791219235
285 131 535630186
46 151 255105931
407 163 676990517
144 468 284809532
467 11 442750344
359 176 747069509
315 148 346447600
498 326 962275111
457 164 602089382
1 164 113470468
244 494 722204729
54 163 993997699
424 23 570514048
144 57 80445128
426 193 629772114
16 167 792047316
468 466 564047999
28 436 579952275
471 66 119983288
265 441 687760483
123 45 554637947
167 385 580515916
359 289 714603384
149 102 711913777
116 70 502048901
471 439 661609606
496 425 382886182
194 489 536634784
392 16 660232400
203 143 795617125
293 267 30923308
221 166 1123599
255 247 840620849
233 348 699913891
123 216 531128073
378 332 546891806
25 310 818629908
257 122 535156020
284 413 165994017
375 13 603094137
375 136 974005678
60 327 720083157
332 312 217519271
268 135 572623333
34 454 737036223
400 305 522848469
351 215 444558826
367 321 660214005
129 442 861826738
308 59 844798353
343 192 190927957
498 311 16580486
57 423 387894776
1 97 696891526
329 37 668098646
485 281 512224185
312 68 88125443
167 133 318546836
440 347 897763587
309 251 281420104
482 167 764256995
385 221 112291475
353 84 601780094
230 459 489570365
7 83 194598678
33 13 90970314
491 332 270603235
378 51 52440414
96 483 942253195
362 241 122412605
361 139 20008402
7 475 604006116
249 284 329389207
164 10 805983506
173 165 259896748
321 110 892107238
137 344 350081628
305 77 883339868
61 70 826296143
476 191 319903101
167 111 815795153
367 199 556417344
474 265 29419614
273 289 891032774
326 490 832749255
425 71 340575201
427 412 194661333
383 69 486752842
316 200 629055005
227 291 685832268
449 251 232317450
226 229 546467054
235 47 935558265
374 309 894415992
86 158 447763219
104 245 863777226
325 380 471840163
457 330 461529774
146 360 113929291
59 120 920384675
327 336 513293218
33 473 335471460
445 482 571313305
19 305 468041572
290 231 21030453
213 455 30133150
184 470 948570434
197 466 886254273
121 253 883970100
450 339 65048363
199 207 615157355
467 486 734267372
9 298 470873104
136 343 480279810
11 299 781933441
419 364 818598493
308 239 603174057
5 324 947888515
334 489 646735321
74 439 187850014
480 222 791723185
187 113 784991848
459 145 994892932
318 351 761695830
120 195 343120158
131 243 360956333
336 47 660218676
178 307 10868672
162 60 409255953
17 416 742583415
287 263 142706684
491 380 580124680
179 118 150452084
281 499 324911515
366 408 426429618
402 84 422266012
288 478 660228649
99 192 952114686
259 255 955768273
420 348 179079499
448 144 891455368
451 221 823405906
179 296 917828163
458 205 384334977
485 319 129966349
294 427 208663268
107 52 529910065
203 105 890101652
384 282 853250214
475 169 207858637
299 260 744353626
447 466 745520182
243 195 660223262
371 444 435246008
171 421 449700625
62 261 501727018
463 454 984682076
30 422 631460389
321 229 154432687
386 280 441053220
197 467 469447206
15 330 12375082
217 373 660231252
238 407 660235525
57 138 762295754
456 469 253403128
440 265 84621635
103 71 39231614
419 301 180260359
91 1 574569476
87 103 26568087
228 131 743174918
185 397 825197575
296 421 127635391
482 76 535090193
165 455 420212402
28 276 225140963
414 230 636457538
237 142 697121326
412 146 283308007
4 220 764453898
482 71 359017203
346 32 547429287
91 307 39889986
333 308 572290339
495 139 905193315
425 133 539361217
223 44 267286042
357 123 98526062
84 190 720500105
57 298 953265025
258 343 182510683
390 480 979277645
346 426 798886457
347 50 341966544
362 429 971696658
44 390 771189384
15 239 597349600
407 242 660224975
188 161 702743685
29 337 704383785
210 314 108778522
391 359 542522917
413 226 323471441
153 102 968441431
6 295 75733496
268 112 200839473
308 408 5983327
25 365 443086794
238 316 802693823
184 200 31581017
385 298 872081590
133 175 33475119
481 137 495701613
61 129 962477503
495 458 423925372
418 262 311147974
125 433 991246627
45 486 884798621
433 242 700021956
228 101 952582824
244 465 703749828
2 260 683937977
393 266 758083622
125 76 630192203
126 307 660232130
357 358 38239060
136 181 41286229
29 441 35123972
131 381 199539425
368 346 841800165
270 223 181395317
402 93 712271151
230 433 907674880
390 54 212636578
326 479 898145380
352 209 148088443
157 217 297601571
228 75 303278502
31 306 514737560
57 118 396189177
190 385 904831316
283 222 160381941
158 434 631218342
133 88 994370972
139 220 124911661
378 37 326351932
107 446 79619221
148 480 427266379
495 24 103748479
346 443 164958099
48 67 157382890
203 424 587946660
184 267 849410322
450 36 246988630
315 9 563601262
238 485 843762675
429 122 983614157
304 299 372006873
151 419 479122305
250 201 851227032
307 495 954285407
480 455 467831328
64 214 326145964
190 316 16012950
482 69 27717631
371 246 104064769
30 268 227753126
7 450 934710668
93 184 632343659
20 458 61780660
153 217 648834551
377 3 354763984
161 219 942854458
274 178 823733011
54 407 345846860
314 53 493113202
367 131 660214783
16 437 805238272
22 491 163097154
137 458 782308640
436 181 622744345
193 443 224571704
418 358 370868796
233 312 270336782
59 71 461694335
361 197 685781732
174 210 559793814
121 319 493113202
403 434 728110166
395 482 230493073
446 246 57673553
208 362 337729695
190 353 990819994
78 15 153120791
56 186 204732038
348 374 775432978
356 273 121559018
363 469 873326640
363 352 436237143
71 123 800003003
216 274 871704849
336 223 224159965
386 139 448373249
385 111 920200911
232 288 585352929
243 493 609336130
132 255 701284848
278 341 512252076
217 57 580042425
239 110 773372872
262 133 842269417
299 133 980631070
173 266 185357868
7 170 107050516
155 166 762990590
418 350 305862266
96 120 660225154
482 357 195879950
364 158 817951744
237 18 961252795
446 52 385644971
456 129 392370130
479 333 564249192
335 477 623500420
89 252 58368221
160 298 502996396
180 340 56639239
143 17 920801989
434 245 13527846
322 424 732873393
91 268 883136366
114 498 698307834
121 491 950152634
489 450 340792311
70 71 433809547
71 69 120770074
236 133 660229034
488 309 100706321
20 221 178149853
52 16 763984847
13 206 901898740
29 195 94588170
165 108 260080600
296 272 177451532
138 394 748235550
403 155 435686871
432 414 461391975
101 432 716089827
33 194 402199062
440 70 76777312
297 445 626520060
105 238 197453766
431 344 831148832
460 4 399287009
433 194 67315391
247 87 491294737
354 133 978188
420 325 769569507
349 468 782849012
21 240 366241140
464 267 282914540
145 6 593003022
178 409 889526564
220 412 690613629
472 250 126362192
129 135 386681318
146 11 162654982
111 500 556303469
249 65 577895
350 324 329084061
489 183 234609896
99 476 395196984
140 457 100706321
354 346 821912211
499 316 537424051
375 141 660219885
1 212 897373386
488 475 252097527
57 392 37769184
302 362 357285149
182 369 150630776
242 122 687760483
441 73 73783084
208 493 783429445
465 257 792712648
25 214 119365075
17 424 158978791
275 196 660213468
303 17 949284992
60 69 493496406
191 274 849902728
163 338 785910821
9 205 422532853
291 212 104970847
368 373 644662154
406 449 542770189
386 392 505149902
290 159 810274159
391 207 120805986
370 231 370248669
460 240 381407871
480 202 69007122
82 489 825721123
439 111 122230211
406 473 600049177
132 384 684302499
490 191 202960496
131 84 221712190
4 313 277346975
71 377 160945764
325 309 660215413
475 410 630249708
43 91 691346224
418 245 984757823
186 124 551567488
19 64 589867056
270 448 993779094
347 264 778406970
448 293 213518780
93 206 621924981
200 265 836847303
443 302 418961634
138 259 821938368
12 153 859440129
48 417 137695587
300 74 771125131
310 492 597478709
324 374 226155507
455 421 389981806
138 349 960126971
97 228 200414338
263 171 406586860
460 488 917146245
326 223 204732038
263 101 919123089
363 225 65999610
21 357 226493309
82 222 476934726
200 436 390570972
288 480 516226216
143 202 720777934
180 393 123919111
490 491 203066853
80 327 784952366
389 318 184173157
70 19 818668784
238 440 660211990
229 230 346869246
450 408 800394524
273 396 478742743
59 91 505149902
59 301 215233537
345 49 300261313
33 255 472846927
341 483 1587551
489 200 531522498
182 363 969185241
179 89 903170650
464 252 922647934
135 478 180027196
338 288 348475827
167 230 54389176
94 77 605809384
61 212 278213583
6 470 24126915
158 199 519078219
259 121 318593077
280 329 602761683
196 281 690806705
448 40 746667487
267 454 308763899
262 259 181829470
208 121 954517763
299 242 631285878
256 28 236355109
382 264 426734336
325 460 74910323
132 322 219453870
279 267 683496156
84 195 720984124
230 343 13890487
107 348 742669957
42 203 39678809
36 71 332852551
394 130 459220948
497 146 170274398
97 89 660233642
198 260 302403433
420 223 979724741
126 399 406194547
281 239 170363185
415 96 541321795
257 304 931352065
104 415 218621594
29 134 250647611
34 427 325718801
483 417 425768826
7 227 352340539
430 202 975389630
190 150 589113592
484 293 359324155
1 468 456714473
106 228 908013786
453 340 252281419
141 444 594231174
52 318 831571828
183 211 568049277
250 488 800780292
262 435 858289663
331 243 61689629
245 372 736854297
335 358 426631950
192 106 87856107
350 249 407498308
465 291 621415232
347 113 224786577
273 461 808068427
488 146 838484663
240 388 4011927
74 251 492590343
77 75 649208597
190 356 627776634
414 358 799054371
289 489 42297253
269 30 415281678
449 66 855267369
403 172 534630569
159 281 660236211
257 232 151774158
270 321 660218114
173 35 154085
384 424 719353430
66 150 382624470
95 465 139868011
91 216 981692589
89 389 311510162
33 280 790459714
405 363 284736912
124 103 503468138
94 365 268303011
268 342 671688469
235 6 257372334
479 83 267355732
112 278 853066067
206 424 927173718
81 37 487954834
61 157 795904776
372 164 94405641
80 249 642128156
356 189 990748186
292 149 102334030
452 261 266953025
300 308 681074161
55 150 835500448
12 291 942572830
329 93 843682565
360 10 770020707
462 423 854874990
315 65 380529103
228 194 621800989
109 67 147491160
444 105 516120597
495 152 990490320
249 54 41860559
43 375 309258882
242 446 568241270
393 472 160074580
398 86 357364241
17 106 572659049
431 288 660211484
9 349 988625566
264 85 36088845
325 473 181047017
94 246 994739176
34 408 941585406
427 149 186556255
121 361 708297283
472 371 53428758
229 444 992130274
47 493 443250323
333 78 404542350
119 341 497707177
266 414 425394504
247 327 202494468
187 214 760099319
464 454 174428003
142 4 643655755
317 65 110445505
405 106 42615223
388 472 860895283
449 488 754008464
416 461 789814779
471 81 955163750
155 48 23530836
79 327 531290300
456 179 700501095
341 400 259497088
3 312 24263929
431 366 371391542
455 192 353384696
404 313 887468848
466 376 782408773
27 314 660219716
346 372 437129050
476 76 324347699
290 324 361588890
52 498 226466896
408 67 306470655
118 294 408341782
379 359 831283968
339 97 843682565
397 489 21327303
19 122 950404373
138 492 161609193
143 359 983317330
469 431 227211305
22 399 498560585
411 398 206931311
98 320 696818807
206 11 321084767
231 131 814675252
106 496 348597785
101 353 594422308
81 215 531064042
317 23 986042661
126 493 905618665
136 225 881737912
300 366 214731851
317 151 978826800
133 291 436724592
458 397 181916810
409 96 660229189
344 275 841409074
415 460 47749423
285 323 964077416
172 305 900089693
399 33 322816945
202 24 4821289
106 176 989727024
156 338 374877066
84 138 667903667
261 493 161733107
289 257 97817117
366 211 919689820
323 57 244287410
262 307 239399522
309 191 660217226
448 357 524655953
184 35 969979730
374 474 707179533
156 270 669987462
385 240 423771905
390 353 714344353
392 194 109156796
422 108 68134893
253 85 244493361
421 488 692955483
113 449 443782950
361 341 974510739
431 189 251832045
244 66 841614416
411 102 505381619
179 267 660214248
420 146 71323456
240 215 810914890
450 445 988427652
234 309 811117213
11 273 396610477
45 473 496452258
379 53 377937439
401 189 598638972
321 249 838961069
452 176 583803114
349 259 57704143
107 13 311194213
134 329 51318881
311 442 683743039
60 66 930836516
198 343 305512649
148 290 564773389
365 123 654512837
63 234 157807292
276 175 971726941
412 127 660219821
241 15 532729063
80 424 306010475
320 402 535835526
450 237 616273579
190 142 736034152
470 223 815561281
397 362 985877430
75 38 523989244
30 500 244025353
281 124 953215411
442 354 817097454
259 231 855239274
335 389 642505336
485 250 916921197
57 36 789367952
61 105 800509308
19 63 11347598
436 112 655356030
54 346 92307871
302 18 686624581
73 337 612456952
307 147 306609717
78 410 646914974
43 188 889105338
490 44 134717846
440 46 403893161
490 195 716753592
312 205 110147266
212 143 326828116
104 205 6489145
283 135 258942920
411 428 102289195
487 424 421453040
348 127 464419699
459 335 527487161
207 120 469718449
486 361 542052489
287 239 477477401
412 86 153806266
314 401 454239017
339 291 320113880
27 441 545057566
492 446 497222394
199 325 819214206
355 467 565931460
30 161 826334204
45 28 169690900
290 400 707938398
159 391 655161378
158 180 443595034
406 475 664273576
34 87 389098825
124 24 637972924
332 474 158497301
106 158 152636913
303 103 533586063
68 426 263374762
94 178 660228483
306 41 221129456
78 105 535962793
97 368 388757271
436 358 858745614
115 192 105681721
402 412 962550390
296 35 581590937
19 230 222870801
80 303 925293797
255 74 481611513
437 162 323745799
401 349 496047817
468 356 891281550
419 144 844604791
277 340 864444809
234 181 491513307
383 56 243957704
222 401 85806422
165 68 3560997
179 250 194255857
289 282 522741053
84 460 723648312
426 152 837245519
446 4 372569560
294 84 940572304
56 242 416912085
293 67 527833127
463 332 222019849
486 22 830814708
94 74 945977869
112 65 168026466
436 82 708607754
451 181 520301006
44 407 486027952
249 101 192632371
487 167 716753592
72 244 504283746
234 446 155230495
483 246 245740780
366 343 830085108
379 171 808590680
275 237 167253979
480 15 58293639
14 249 935434040
213 159 894947008
361 268 966909821
360 290 818668784
109 158 703038771
384 256 718225399
59 325 660220323
299 238 234653584
139 273 833055922
105 280 707864807
479 253 918058990
15 251 18498524
61 202 60717817
351 209 386780439
479 402 645581894
253 226 613674868
44 130 248551352
225 189 843762675
330 61 752365541
302 80 388175140
76 407 592574453
338 426 100355250
6 141 620636449
435 244 476672996
75 133 765122355
105 204 834152384
213 396 769201508
227 142 395455577
209 370 578508034
326 201 992602813
434 209 17242569
400 479 877513806
205 199 84497468
496 118 933420389
120 192 660234241
310 288 526715181
414 132 899799936
33 28 35030511
407 321 368916106
359 27 916844134
62 32 193502085
486 103 679107337
181 499 652101700
57 42 670161935
259 240 643344432
363 347 617229598
403 114 660223929
163 331 93304689
121 184 755321594
482 386 437223348
6 404 695594322
82 488 624400155
309 482 557361821
380 271 615183573
56 200 742396872
144 288 439248819
183 66 722705829
169 394 205751662
52 210 128426098
67 405 996677671
457 242 61242512
141 60 217953365
2 15 808294266
156 499 660228134
295 326 586026044
345 454 93997025
308 189 663683451
332 50 660215484
348 282 158601004
392 104 430662468
126 313 49005048
65 417 67025229
125 258 29419614
452 325 230253890
125 443 817352118
201 367 44207891
80 371 358127529
338 201 914919541
42 448 889526564
426 254 500845552
483 28 522275661
420 174 780075717
325 394 757942883
365 369 639034214
18 242 494161035
455 127 411556964
201 96 387300947
269 408 588495720
350 451 743747617
405 310 826165521
259 219 841850404
94 471 883539885
249 484 595151959
206 18 984324853
460 476 340120754
260 193 693688470
408 268 27755817
327 200 356125135
441 129 554745625
86 417 938761704
289 476 99822012
32 318 322190343
412 312 599881157
158 184 656154440
480 31 203942348
82 271 348894888
19 393 660235962
335 345 22341042
96 277 644596634
275 338 339462245
249 443 942467598
471 322 815302804
492 410 119747303
234 140 930441306
303 20 724257418
121 87 293626719
226 399 888856387
213 266 8729879
71 16 278864886
112 127 12094848
255 206 195422777
246 391 393582640
138 419 918530512
416 106 313664107
226 97 197652454
383 419 542702467
46 397 869764589
40 121 195202774
43 448 948969987
85 257 435316588
55 189 18931032
470 27 384777868
413 443 755920132
30 27 597953552
91 482 739354970
107 259 612024417
57 476 191273972
380 239 535675857
405 366 495931646
296 468 237564680
118 88 738879554
440 145 763185065
399 445 307364145
357 437 696555736
174 146 926543545
70 260 812111318
188 234 924596083
101 294 97817117
130 467 755568887
86 4 629987739
463 116 202424282
40 278 98650221
198 201 288439973
490 116 257175019
178 401 130809448
352 82 250952878
304 488 25889209
212 49 378098577
111 165 400113902
24 406 548205604
487 70 34206813
424 49 108778522
39 57 114618055
396 43 538755727
332 124 363000447
101 186 12094848
239 411 419241900
412 42 932034952
29 422 964526240
108 332 320193285
117 14 159138218
210 493 223659769
419 221 550053740
33 187 173863390
373 369 660228145
327 39 308686210
137 385 67155094
151 363 438810464
74 247 662919765
110 230 323056444
124 82 544109955
200 402 894188014
409 439 333324839
483 8 407151527
77 385 280365288
220 160 378025612
387 81 433617106
323 465 10142902
272 217 592260814
383 317 883339868
198 197 637879450
171 289 339916990
496 443 730442199
143 330 186020794
109 487 949562563
458 31 563090685
257 116 660219870
206 474 72373556
220 64 537963006
113 466 576203530
127 100 858861409
500 303 851407146
248 479 293368415
460 391 614150457
139 267 396358890
240 199 16655369
207 93 370486900
268 140 29226806
138 148 36583300
180 384 187524488
413 471 630977134
394 299 797543044
286 425 855109347
394 140 467831328
242 340 855205764
470 382 417227546
446 159 200443533
41 396 686674542
146 309 111989012
377 129 874779746
261 325 955673215
341 445 465386793
390 267 3532279
246 305 280065105
50 390 246705630
77 422 588150600
120 383 177153493
239 311 76381990
112 51 297723125
93 434 473313291
453 405 796661041
263 458 677232157
365 422 486327972
152 244 839515687
436 132 395643497
243 490 285758845
445 274 940797784
109 231 832519727
321 335 759322098
443 186 936190047
487 354 23416004
38 282 950576598
368 226 4521768
17 458 215588558
326 187 297415220
420 252 953722557
42 172 613740821
194 205 74190824
414 73 426192145
332 160 795031520
311 270 355360135
417 126 969607872
437 336 822227557
335 67 3811729
33 346 178350858
312 362 393114498
417 368 755625105
380 205 363557941
439 169 309122233
112 251 731126007
364 49 938454411
144 221 78350248
295 488 376735857
240 450 369484385
303 122 82060925
389 60 770728688
290 386 249216429
404 193 848142678
328 285 399092378
474 357 822420270
378 348 733523436
167 360 375560032
139 497 747744465
323 50 438030632
137 338 44299025
158 311 531668592
307 103 431360226
480 491 171844287
339 355 851348109
225 407 983056226
368 324 620745975
225 171 320894000
409 325 240743592
350 150 358356077
35 235 715703156
323 100 494251278
119 271 993431828
141 458 421792347
440 497 706349939
93 204 405298298
35 381 482086364
345 249 309990544
370 364 238918422
145 147 883211396
324 263 914597537
243 177 195072626
68 451 874554741
418 45 998354181
439 390 994181868
420 233 209222164
41 205 347978309
182 51 488970634
216 255 738926482
447 297 626365157
425 156 372811720
140 96 980631070
259 480 897275385
353 263 583924512
487 199 200091231
381 287 894144531
382 370 693719546
378 349 695044036
351 393 446518598
329 340 491825313
335 423 118000981
492 289 367904507
195 118 146170646
186 110 278640928
378 328 846623118
442 60 243280618
307 188 678446238
387 100 696400604
403 132 880645893
345 167 279098838
92 12 830556728
15 404 36530449
58 468 490873489
254 379 290512574
74 23 727409834
31 351 594882977
195 229 550128123
56 58 498366223
450 212 20649843
181 382 723997704
30 475 839225867
113 480 539324608
252 43 512721694
96 317 102228748
286 326 770141906
150 309 158601004
415 427 72057421
313 187 104601788
183 229 181746879
436 95 660212536
460 95 950762560
144 82 892149020
233 377 408168332
258 231 989955060
376 16 660215052
35 76 503423543
363 291 688187211
146 42 823133620
186 407 476514594
144 427 492213671
422 250 442405132
331 389 167253979
368 190 754479851
324 463 370248669
276 327 177153493
119 460 538984614
46 129 897445689
283 55 921386713
352 38 99096813
326 211 858340402
286 113 420974264
114 452 872672730
249 73 662247742
280 262 349223908
208 213 798480370
386 356 209493693
274 259 987343538
113 328 549146478
233 207 399963454
232 157 465738094
295 457 152717668
207 135 893771212
369 488 903869873
157 33 474004929
244 258 39155153
334 14 904079990
237 479 185948544
336 283 499467980
387 444 172518344
436 175 23744423
355 215 315796666
57 401 475205485
465 436 204931444
287 161 655551633
409 360 522104526
345 12 909403398
109 383 63910867
190 7 377442438
325 70 668510872
356 75 624033686
369 363 798169060
137 323 333134605
159 56 170979928
197 8 31146512
467 266 294076305
486 195 283752988
78 368 924596083
47 24 370820319
189 227 175783528
408 188 217740397
455 385 655551633
341 83 200678108
68 58 67798603
222 44 659556234
372 237 356842824
423 259 936914061
404 220 556516727
243 228 278148573
404 254 681911055
192 162 598515626
451 96 285405952
361 466 962907464
41 170 542370345
391 123 440015760
335 266 274885544
150 74 840422189
447 359 147491160
104 7 563534160
24 134 95345817
457 77 865309749
466 225 27155447
494 403 988077840
182 105 611431668
205 54 656949306
452 358 570906460
97 413 660229149
373 409 206997232
380 179 530586626
464 296 16440011
197 5 267129112
392 86 555083899
201 140 361588890
403 450 585914501
351 221 543424555
497 236 246640697
415 314 838070419
331 359 443782950
419 143 695702898
192 299 599447720
230 79 957425935
154 122 138384449
49 69 511663812
364 392 342196698
318 224 796784375
400 250 889263633
4 234 471212910
394 31 902693185
131 289 920694378
118 337 327702633
496 103 846055835
289 233 532679925
383 82 720593973
51 64 740238998
415 379 3847323
20 133 36020460
280 237 975771514
364 360 762189530
173 171 650926876
220 200 903478490
177 269 873799154
1 465 748413461
271 413 224112255
111 336 553109525
127 360 414075920
473 130 951876894
71 353 48304057
119 500 281450366
193 277 577030549
304 78 135870053
